alert_id,timestamp,alert_source,alert_type,severity,description,endpoint_id,endpoint_type,operating_system,user_role,department,endpoint_risk_score,user_risk_score,source_ip,destination_ip,country,process_name,parent_process,command_line,authentication_result,previous_alert_count,previous_incident_count,similar_alert_count,historical_false_positive_rate,historical_incident_rate,analyst_disposition,confirmed_incident,incident_type,investigation_reason,ground_truth,novelty_test_flag
A01155,2026-04-17 13:17:20,EDR,Suspicious PowerShell,Medium,"PowerShell process launched with hidden-window parameters from services.exe on PC-0188, on host running Windows 11.",PC-0188,Developer Workstation,Windows 11,IT Support,IT,31,38,192.168.102.236,192.168.32.182,United Kingdom,powershell.exe,services.exe,"powershell.exe -Command ""Get-Process""",Not Applicable,2,0,30,0.78,0.25,False Positive,No,Security Tool Noise,Authorized administrative script,False Positive,No
A01156,2026-04-17 14:00:57,Cloud Security,Impossible Travel,Medium,"Login observed from Germany shortly after login from United Kingdom on PC-0216, per Cloud Security rule set.",PC-0216,Employee Laptop,Windows 10,DevOps Engineer,Engineering,24,48,130.37.126.41,10.167.143.87,Germany,mshta.exe,services.exe,mshta.exe (flagged by behavioral detection rule),Success,8,1,16,0.37,0.62,True Incident,Yes,Credential Theft,Suspicious process chain confirmed,True Incident,No
A01157,2026-04-17 14:23:35,SIEM,Command and Control,High,"Network traffic matches known C2 communication pattern on PC-0136, involving process svchost.exe.",PC-0136,Developer Workstation,Windows 11,Unknown,Engineering,43,27,192.168.55.169,182.128.175.33,United States,svchost.exe,python.exe,svchost.exe -k netsvcs (beaconing to [redacted-external-host]),Not Applicable,1,0,2,0.17,0.86,True Incident,Yes,Command and Control,Malware confirmed by endpoint investigation,True Incident,No
A01158,2026-04-18 07:27:20,Firewall,Port Scan,Medium,"Network scanning behavior observed targeting internal subnet on PC-0174, in the Sales environment.",PC-0174,Cloud VM,Ubuntu 22.04,Employee,Sales,52,28,192.168.168.39,10.149.36.129,Germany,java.exe,cmd.exe,"java.exe (routine execution, no notable arguments)",Not Applicable,1,0,12,0.83,0.21,False Positive,No,Benign Activity,Legitimate software update,False Positive,No
A01159,2026-04-18 09:49:29,SIEM,Unauthorized Software,Medium,"Installation of non-approved application detected on Employee Laptop on PC-0160, per SIEM rule set.",PC-0160,Employee Laptop,Windows 10,Employee,Operations,23,10,10.180.225.106,192.168.70.131,United States,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,48,13,37,0.77,0.24,False Positive,No,Legitimate Software,Whitelisted internal tool flagged by generic signature,False Positive,No
A01160,2026-04-18 11:57:03,SIEM,Abnormal Network Traffic,Medium,"Unusual protocol usage detected on Web Server on PC-0032, correlated with parent process outlook.exe.",PC-0032,Web Server,Red Hat Enterprise Linux,Developer,Engineering,79,28,192.168.151.49,192.168.131.190,Canada,cmd.exe,outlook.exe,cmd.exe (flagged by behavioral detection rule),Not Applicable,3,0,8,0.7,0.31,True Incident,Yes,Data Exfiltration,Command-and-control beaconing confirmed,True Incident,No
A01161,2026-04-18 12:21:56,IDS,Port Scan,Medium,"Sequential connection attempts across multiple ports detected from 192.168.227.132 on PC-0068, involving process java.exe.",PC-0068,Database Server,Windows Server 2022,Employee,Operations,86,10,192.168.227.132,10.106.186.246,United Kingdom,java.exe,winword.exe,"java.exe (routine execution, no notable arguments)",Not Applicable,6,2,17,0.9,0.1,False Positive,No,Authorized Administration,IT-managed patch deployment triggered the rule,False Positive,No
A01162,2026-04-18 14:01:58,EDR,Suspicious PowerShell,Medium,"PowerShell process launched with bypass parameters from cmd.exe on PC-0220, on host running Windows 11.",PC-0220,Employee Laptop,Windows 11,Employee,HR,20,18,192.168.21.240,10.0.71.8,India,powershell.exe,cmd.exe,"powershell.exe -Command ""Get-ChildItem C:\Logs""",Not Applicable,2,0,49,0.77,0.23,False Positive,No,Security Tool Noise,Whitelisted internal tool flagged by generic signature,False Positive,No
A01163,2026-04-18 17:49:44,IDS,Suspicious DNS Query,Medium,"High-entropy DNS query pattern suggestive of tunneling on PC-0190, correlated with parent process cmd.exe.",PC-0190,Employee Laptop,Windows 10,IT Support,IT,10,49,10.227.114.76,192.168.114.253,Australia,wscript.exe,cmd.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,3,1,28,0.73,0.28,False Positive,No,Scheduled Task,Authorized administrative script,False Positive,No
A01164,2026-04-19 02:05:03,Firewall,Port Scan,Medium,"Sequential connection attempts across multiple ports detected from 10.162.133.101 on PC-0019, in the Management environment.",PC-0019,Web Server,Red Hat Enterprise Linux,Employee,Management,57,32,10.162.133.101,192.168.103.154,United States,outlook.exe,outlook.exe,"outlook.exe (routine execution, no notable arguments)",Not Applicable,1,1,15,0.9,0.07,False Positive,No,Expected User Behavior,Recurring vendor maintenance window,False Positive,No
A01165,2026-04-19 04:34:13,SIEM,Abnormal Network Traffic,High,"Traffic volume deviates significantly from endpoint baseline on PC-0133, associated with developer account.",PC-0133,Web Server,Ubuntu 24.04,Developer,Engineering,56,37,192.168.63.15,192.168.169.55,United States,python.exe,winword.exe,python.exe (flagged by behavioral detection rule),Not Applicable,13,4,9,0.71,0.31,True Incident,Yes,Data Exfiltration,Suspicious process chain confirmed,True Incident,No
A01166,2026-04-19 08:05:33,EDR,Command and Control,High,"Periodic beaconing pattern detected to external host on PC-0072, associated with database administrator account.",PC-0072,Developer Workstation,Windows 11,Database Administrator,Engineering,43,36,192.168.197.32,192.168.239.197,United States,svchost.exe,python.exe,svchost.exe -k netsvcs (beaconing to [redacted-external-host]),Not Applicable,16,5,6,0.17,0.87,True Incident,Yes,Command and Control,Persistence mechanism confirmed on host,True Incident,No
A01167,2026-04-19 10:25:48,Email Security,Malicious File Download,High,"Download of executable from untrusted source detected on PC-0105, during business hours.",PC-0105,Web Server,Ubuntu 22.04,Security Analyst,Security,63,31,192.168.118.210,192.168.16.142,India,chrome.exe,outlook.exe,chrome.exe (download from newly-registered domain),Not Applicable,6,2,6,0.32,0.69,True Incident,Yes,Malware,Persistence mechanism confirmed on host,True Incident,No
A01168,2026-04-19 10:36:49,EDR,Unusual Process Execution,Medium,"Uncommon process spawned by winword.exe on Database Server on PC-0165, correlated with parent process winword.exe.",PC-0165,Database Server,Windows Server 2022,IT Support,IT,86,24,192.168.129.168,192.168.89.92,India,rundll32.exe,winword.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,55,16,14,0.71,0.3,False Positive,No,Legitimate Software,Authorized administrative script,False Positive,No
A01169,2026-04-19 11:26:38,SIEM,Unauthorized Software,Low,"Software inventory scan flagged unlisted application on PC-0116, on host running Ubuntu 22.04.",PC-0116,Developer Workstation,Ubuntu 22.04,Developer,Engineering,34,28,10.18.116.195,192.168.126.143,United States,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,44,11,13,0.62,0.37,False Positive,No,Authorized Administration,Recurring vendor maintenance window,False Positive,No
A01170,2026-04-19 13:22:48,EDR,Unauthorized Software,Medium,"Installation of non-approved application detected on Production Server on PC-0034, per EDR rule set.",PC-0034,Production Server,Windows Server 2022,DevOps Engineer,Engineering,66,48,10.240.111.137,10.148.99.6,India,Unknown,explorer.exe,torrent_client_install.exe /silent,Not Applicable,0,0,3,0.72,0.31,True Incident,Yes,Malware,Privilege escalation validated by IR team,True Incident,No
A01171,2026-04-19 14:29:32,EDR,Malware Detection,Medium,"Endpoint protection flagged a known malware family on host on PC-0184, correlated with parent process explorer.exe.",PC-0184,Developer Workstation,Ubuntu 22.04,Developer,Engineering,35,16,192.168.241.32,10.158.40.142,United States,unknown_binary.exe,explorer.exe,"unknown_binary.exe (routine execution, no notable arguments)",Not Applicable,11,2,5,0.38,0.68,False Positive,No,Expected User Behavior,Authorized administrative script,False Positive,No
A01172,2026-04-19 15:06:06,Firewall,Port Scan,Medium,"Sequential connection attempts across multiple ports detected from 192.168.69.196 on PC-0165, correlated with parent process explorer.exe.",PC-0165,Database Server,Windows Server 2022,Security Analyst,Security,86,19,192.168.69.196,10.116.30.236,United Kingdom,wscript.exe,explorer.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,56,16,20,0.82,0.2,False Positive,No,Security Tool Noise,Scheduled backup generated the alert,False Positive,No
A01173,2026-04-19 15:12:25,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0029, in the Security environment.",PC-0029,Database Server,Red Hat Enterprise Linux,Security Analyst,Unknown,74,12,10.86.136.195,192.168.89.97,United States,rundll32.exe,winword.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,2,1,13,0.65,0.39,False Positive,No,Security Tool Noise,Approved remote administration,False Positive,No
A01174,2026-04-19 15:13:28,IAM,Suspicious Login,Medium,"Login from unfamiliar device/browser fingerprint on PC-0077, on host running Windows 10.",PC-0077,Employee Laptop,Windows 10,Security Analyst,Security,20,12,192.168.181.114,192.168.152.174,United States,cmd.exe,Unknown,"cmd.exe (routine execution, no notable arguments)",Success,3,1,41,0.68,0.33,False Positive,No,Security Tool Noise,Expected login behavior,False Positive,No
A01175,2026-04-19 15:58:03,EDR,Malicious File Download,Medium,"Download of executable from untrusted source detected on PC-0160, on host running Windows 10.",PC-0160,Employee Laptop,Windows 10,IT Support,IT,23,32,192.168.176.20,10.219.146.189,Canada,chrome.exe,outlook.exe,chrome.exe (download from newly-registered domain),Not Applicable,49,13,14,0.38,0.59,True Incident,Yes,Malware,Malware confirmed by endpoint investigation,True Incident,No
A01176,2026-04-19 16:28:24,EDR,Persistence Mechanism,Medium,"Registry run-key modification detected on Employee Laptop on PC-0052, on host running Windows 11.",PC-0052,Employee Laptop,Windows 11,Security Analyst,Security,17,22,10.30.90.195,10.219.26.64,India,schtasks.exe,cmd.exe,"schtasks.exe /create /tn ""BackupJob"" /sc daily",Not Applicable,31,9,7,0.23,0.73,False Positive,No,Security Tool Noise,Whitelisted internal tool flagged by generic signature,False Positive,No
A01177,2026-04-19 17:23:51,SIEM,Multiple Failed Logins,Medium,"20 failed login attempts detected for account within 10 minutes on PC-0205, during business hours.",PC-0205,Web Server,Ubuntu 24.04,Developer,Engineering,53,38,10.162.172.185,10.68.206.50,United States,chrome.exe,winword.exe,"chrome.exe (routine execution, no notable arguments)",Failed,3,1,10,0.7,0.34,False Positive,No,Benign Activity,Approved remote administration,False Positive,No
A01178,2026-04-19 17:30:51,SIEM,Multiple Failed Logins,High,"Repeated authentication failures observed from 192.168.128.124 on PC-0184, on host running Ubuntu 22.04.",PC-0184,Developer Workstation,Ubuntu 22.04,DevOps Engineer,Engineering,35,48,192.168.128.124,10.92.110.162,United States,chrome.exe,outlook.exe,"chrome.exe (routine execution, no notable arguments)",Failed,12,2,32,0.73,0.29,False Positive,No,Approved Script,Scheduled backup generated the alert,False Positive,No
A01179,2026-04-19 18:02:12,IDS,Suspicious DNS Query,Low,"DNS query to newly-observed domain from Employee Laptop on PC-0122, associated with finance user account.",PC-0122,Employee Laptop,Windows 10,Finance User,Finance,14,39,192.168.143.24,192.168.89.239,India,java.exe,outlook.exe,"java.exe (routine execution, no notable arguments)",Not Applicable,26,8,30,0.75,0.22,False Positive,No,Scheduled Task,Whitelisted internal tool flagged by generic signature,False Positive,No
A01180,2026-04-19 18:06:11,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0162, involving process rundll32.exe.",PC-0162,Production Server,Windows Server 2022,IT Support,Unknown,81,53,10.84.162.138,192.168.122.22,United States,rundll32.exe,winword.exe,rundll32.exe javascript:[redacted],Not Applicable,2,0,6,0.59,0.48,True Incident,Yes,Malware,Unauthorized login confirmed,True Incident,No
A01181,2026-04-19 18:26:08,Cloud Security,Suspicious Login,Medium,"Login from unfamiliar device/browser fingerprint on PC-0105, associated with finance user account.",PC-0105,Web Server,Ubuntu 22.04,Finance User,Finance,63,39,10.194.184.114,10.223.71.24,United States,cmd.exe,outlook.exe,"cmd.exe (routine execution, no notable arguments)",MFA Success,7,3,10,0.69,0.35,False Positive,No,Approved Script,Recurring vendor maintenance window,False Positive,No
A01182,2026-04-19 18:47:27,SIEM,Suspicious DNS Query,High,"High-entropy DNS query pattern suggestive of tunneling on PC-0116, during business hours.",PC-0116,Developer Workstation,Ubuntu 22.04,Developer,Engineering,34,46,10.89.107.6,192.168.185.140,United States,outlook.exe,winword.exe,"outlook.exe (routine execution, no notable arguments)",Not Applicable,45,11,23,0.83,0.22,True Incident,Yes,Command and Control,Suspicious process chain confirmed despite low historical incident rate for this alert pattern,True Incident,No
A01183,2026-04-19 19:57:26,SIEM,Suspicious DNS Query,Low,"DNS query to newly-observed domain from Web Server on PC-0205, in the IT environment.",PC-0205,Web Server,Ubuntu 24.04,System Administrator,IT,53,53,10.201.77.132,192.168.120.242,India,mshta.exe,explorer.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,4,1,10,0.81,0.19,False Positive,No,Security Tool Noise,Developer running approved deployment script,False Positive,No
A01184,2026-04-19 21:00:15,SIEM,Abnormal Network Traffic,High,"Traffic volume deviates significantly from endpoint baseline on PC-0052, in the Engineering environment.",PC-0052,Employee Laptop,Windows 11,Developer,Engineering,17,35,192.168.117.242,10.50.198.106,Canada,cmd.exe,cmd.exe,cmd.exe (flagged by behavioral detection rule),Not Applicable,32,9,25,0.65,0.38,True Incident,Yes,Data Exfiltration,Suspicious process chain confirmed,True Incident,No
A01185,2026-04-20 10:23:00,EDR,Suspicious PowerShell,Low,"PowerShell process launched with encoded parameters from services.exe on PC-0072, per EDR rule set.",PC-0072,Developer Workstation,Windows 11,Employee,Management,43,19,192.168.180.20,192.168.53.163,India,powershell.exe,services.exe,"powershell.exe -Command ""Get-ChildItem C:\Logs""",Not Applicable,17,6,34,0.79,0.21,False Positive,No,Approved Script,Approved remote administration,False Positive,No
A01186,2026-04-20 10:38:11,Email Security,Phishing Email,High,"Email containing suspicious link/attachment delivered to Engineering mailbox on PC-0130, involving process chrome.exe.",PC-0130,Database Server,Red Hat Enterprise Linux,DevOps Engineer,Engineering,75,42,10.9.53.114,10.171.102.131,Canada,chrome.exe,services.exe,chrome.exe (flagged by behavioral detection rule),Not Applicable,32,6,19,0.45,0.59,True Incident,Yes,Phishing,Command-and-control beaconing confirmed,True Incident,No
A01187,2026-04-20 11:19:32,Firewall,Abnormal Network Traffic,High,"Traffic volume deviates significantly from endpoint baseline on PC-0105, during business hours.",PC-0105,Web Server,Ubuntu 22.04,Employee,Finance,63,25,10.28.90.234,192.168.78.230,Canada,outlook.exe,cmd.exe,"outlook.exe (routine execution, no notable arguments)",Not Applicable,8,3,10,0.63,0.39,False Positive,No,Benign Activity,Developer running approved deployment script,False Positive,No
A01188,2026-04-20 11:41:03,SIEM,Abnormal Network Traffic,Medium,"Unusual protocol usage detected on Developer Workstation on PC-0214, on host running Ubuntu 24.04.",PC-0214,Developer Workstation,Ubuntu 24.04,Employee,Finance,37,25,192.168.13.254,10.15.217.112,India,svchost.exe,explorer.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,29,10,33,0.67,0.33,False Positive,No,Benign Activity,IT-managed patch deployment triggered the rule,False Positive,No
A01189,2026-04-20 11:48:21,Email Security,Phishing Email,Medium,"Email containing suspicious link/attachment delivered to IT mailbox on PC-0040, involving process svchost.exe.",PC-0040,Employee Laptop,Windows 11,DevOps Engineer,IT,21,44,10.84.149.193,192.168.91.41,Germany,svchost.exe,winword.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,14,3,25,0.46,0.5,False Positive,No,Security Tool Noise,Whitelisted internal tool flagged by generic signature,False Positive,No
A01190,2026-04-20 12:53:47,EDR,Ransomware Behavior,Critical,"Mass file modification consistent with ransomware activity on PC-0091, associated with system administrator account.",PC-0091,Employee Laptop,Windows 11,System Administrator,IT,20,46,10.80.213.156,10.171.23.218,United States,encrypt_proc.exe,cmd.exe,"encrypt_proc.exe (routine execution, no notable arguments)",Not Applicable,1,1,4,0.05,0.94,False Positive,No,Security Tool Noise,Legitimate software update,False Positive,No
A01191,2026-04-20 13:48:19,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0106, in the Security environment.",PC-0106,Employee Laptop,Windows 11,Security Analyst,Security,22,15,10.128.203.209,10.122.117.130,Germany,rundll32.exe,winword.exe,"rundll32.exe [redacted-dll],StartW",Not Applicable,2,2,36,0.68,0.37,True Incident,Yes,Malware,Ransomware behavior detected,True Incident,No
A01192,2026-04-20 15:50:04,SIEM,Unauthorized Software,Medium,"Installation of non-approved application detected on Database Server on PC-0033, on host running Windows Server 2022.",PC-0033,Database Server,Windows Server 2022,Developer,Engineering,78,28,10.210.130.211,10.210.125.213,India,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,3,0,14,0.7,0.31,False Positive,No,Approved Script,Legitimate software update,False Positive,No
A01193,2026-04-20 16:04:57,EDR,Malicious File Download,High,"Download of executable from untrusted source detected on PC-0052, per EDR rule set.",PC-0052,Employee Laptop,Windows 11,Finance User,Finance,17,38,10.108.238.125,10.30.26.124,India,chrome.exe,explorer.exe,chrome.exe (download from newly-registered domain),Not Applicable,33,10,13,0.35,0.66,True Incident,Yes,Malware,Privilege escalation validated by IR team,True Incident,No
A01194,2026-04-20 17:13:06,IAM,Multiple Failed Logins,Medium,"Repeated authentication failures observed from 192.168.141.235 on PC-0072, during business hours.",PC-0072,Developer Workstation,Windows 11,Security Analyst,Security,43,12,192.168.141.235,192.168.202.85,United States,python.exe,cmd.exe,"python.exe (routine execution, no notable arguments)",Failed,18,6,31,0.77,0.24,False Positive,No,Expected User Behavior,Authorized administrative script,False Positive,No
A01195,2026-04-20 17:45:50,IDS,Suspicious DNS Query,Low,"DNS query to newly-observed domain from Web Server on PC-0206, on host running Ubuntu 22.04.",PC-0206,Web Server,Ubuntu 22.04,Finance User,Unknown,57,39,10.54.0.50,10.107.78.92,India,cmd.exe,services.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,4,3,13,0.82,0.17,False Positive,No,Legitimate Software,Developer running approved deployment script,False Positive,No
A01196,2026-04-20 19:19:07,SIEM,Suspicious DNS Query,Low,"DNS query to newly-observed domain from Developer Workstation on PC-0108, during business hours.",PC-0108,Developer Workstation,Ubuntu 22.04,Employee,Management,33,26,192.168.220.108,192.168.26.56,United States,wscript.exe,services.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,1,0,26,0.77,0.25,False Positive,No,Legitimate Software,Scheduled backup generated the alert,False Positive,No
A01197,2026-04-20 22:26:13,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0133, associated with employee account.",PC-0133,Web Server,Ubuntu 24.04,Employee,HR,56,25,10.117.112.3,10.183.123.154,Canada,rundll32.exe,winword.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,14,5,8,0.61,0.36,False Positive,No,Authorized Administration,Whitelisted internal tool flagged by generic signature,False Positive,No
A01198,2026-04-20 22:39:34,Cloud Security,Impossible Travel,High,"Geographically inconsistent login pattern detected for user on PC-0160, correlated with parent process explorer.exe.",PC-0160,Employee Laptop,Windows 10,Developer,Engineering,23,19,10.168.139.187,10.230.237.10,Iran,python.exe,explorer.exe,python.exe (flagged by behavioral detection rule),MFA Success,50,14,15,0.36,0.63,True Incident,Yes,Credential Theft,Data exfiltration confirmed,True Incident,No
A01199,2026-04-21 10:05:33,Cloud Security,Impossible Travel,High,"Login observed from India shortly after login from Canada on PC-0085, per Cloud Security rule set.",PC-0085,Developer Workstation,Ubuntu 24.04,System Administrator,IT,26,42,192.168.128.6,10.105.205.139,India,wscript.exe,services.exe,wscript.exe (flagged by behavioral detection rule),Success,9,2,9,0.4,0.61,True Incident,Yes,Credential Theft,Data exfiltration confirmed,True Incident,No
A01200,2026-04-21 10:41:06,IDS,Suspicious DNS Query,High,"High-entropy DNS query pattern suggestive of tunneling on PC-0219, correlated with parent process services.exe.",PC-0219,Domain Controller,Windows Server 2022,Developer,Engineering,79,17,192.168.53.230,192.168.233.170,Canada,python.exe,services.exe,"python.exe (routine execution, no notable arguments)",Not Applicable,1,1,4,0.82,0.15,False Positive,No,Expected User Behavior,Scheduled backup generated the alert,False Positive,No
A01201,2026-04-21 13:43:03,EDR,Unusual Process Execution,Medium,"Uncommon process spawned by explorer.exe on Employee Laptop on PC-0031, correlated with parent process explorer.exe.",PC-0031,Employee Laptop,Windows 10,DevOps Engineer,Engineering,16,54,192.168.225.143,192.168.214.116,India,rundll32.exe,explorer.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,5,1,35,0.55,0.43,False Positive,No,Approved Script,Developer running approved deployment script,False Positive,No
A01202,2026-04-21 15:20:12,EDR,Unauthorized Software,Low,"Installation of non-approved application detected on Web Server on PC-0213, per EDR rule set.",PC-0213,Web Server,Red Hat Enterprise Linux,DevOps Engineer,Engineering,72,48,192.168.187.234,192.168.132.148,Singapore,setup_tool.exe,explorer.exe,torrent_client_install.exe /silent,Not Applicable,12,5,10,0.71,0.32,True Incident,Yes,Malware,Data exfiltration confirmed,True Incident,No
A01203,2026-04-21 15:47:37,EDR,Credential Dumping,High,"Credential access technique flagged by EDR on PC-0170, in the IT environment.",PC-0170,Employee Laptop,Windows 10,IT Support,IT,15,24,10.63.164.95,192.168.252.6,United States,lsass_access.exe,cmd.exe,[redacted-tool] --dump-process lsass.exe,Success,1,0,7,0.22,0.78,True Incident,Yes,Credential Theft,Malware confirmed by endpoint investigation,True Incident,No
A01204,2026-04-21 16:05:18,EDR,Suspicious PowerShell,High,"PowerShell script execution flagged by EDR behavioral rule on PC-0122, per EDR rule set.",PC-0122,Employee Laptop,Windows 10,Employee,Sales,14,29,10.62.26.187,10.20.227.197,United States,powershell.exe,services.exe,powershell.exe -ExecutionPolicy Bypass -File deploy.ps1,Not Applicable,27,8,49,0.85,0.18,False Positive,No,Approved Script,Legitimate software update,False Positive,No
A01205,2026-04-21 16:59:36,SIEM,Multiple Failed Logins,Low,"10 failed login attempts detected for account within 15 minutes on PC-0105, correlated with parent process outlook.exe.",PC-0105,Web Server,Ubuntu 22.04,Finance User,Finance,63,42,192.168.191.30,192.168.245.177,United Kingdom,wscript.exe,outlook.exe,"wscript.exe (routine execution, no notable arguments)",Failed,9,3,12,0.76,0.26,False Positive,No,Approved Script,IT-managed patch deployment triggered the rule,False Positive,No
A01206,2026-04-21 17:51:31,Cloud Security,Data Exfiltration,High,"Large outbound data transfer detected from Employee Laptop on PC-0017, during business hours.",PC-0017,Employee Laptop,Windows 10,Security Analyst,Security,13,12,151.73.181.166,10.220.253.118,Singapore,java.exe,explorer.exe,java.exe (flagged by behavioral detection rule),Not Applicable,4,0,5,0.21,0.81,True Incident,Yes,Data Exfiltration,Ransomware behavior detected,True Incident,No
A01207,2026-04-21 18:14:07,Antivirus,Malware Detection,High,"Endpoint protection flagged a known malware family on host on PC-0024, during business hours.",PC-0024,Production Server,Red Hat Enterprise Linux,HR User,HR,63,13,192.168.23.76,10.50.209.175,United States,unknown_binary.exe,svchost.exe,"unknown_binary.exe (routine execution, no notable arguments)",Not Applicable,19,5,7,0.36,0.59,False Positive,No,Benign Activity,Scheduled backup generated the alert,False Positive,No
A01208,2026-04-21 21:25:12,EDR,Credential Dumping,Critical,"Access to LSASS process memory detected on Employee Laptop on PC-0158, during off-hours.",PC-0158,Employee Laptop,Windows 11,Database Administrator,Engineering,22,36,192.168.151.46,Unknown,India,lsass_access.exe,cmd.exe,"lsass_access.exe (routine execution, no notable arguments)",Not Applicable,18,4,6,0.2,0.74,False Positive,No,Expected User Behavior,Scheduled backup generated the alert,False Positive,No
A01209,2026-04-22 04:48:08,EDR,Malicious File Download,Medium,"File download from newly-registered domain flagged on PC-0062, associated with developer account.",PC-0062,Developer Workstation,Ubuntu 22.04,Developer,Engineering,31,35,10.36.202.164,192.168.118.148,Unknown,chrome.exe,explorer.exe,chrome.exe (download from newly-registered domain),Not Applicable,4,1,7,0.41,0.65,True Incident,Yes,Malware,Command-and-control beaconing confirmed,True Incident,No
A01210,2026-04-22 07:16:07,EDR,Suspicious PowerShell,Medium,"PowerShell script execution flagged by EDR behavioral rule on PC-0122, in the IT environment.",PC-0122,Employee Laptop,Windows 10,IT Support,IT,14,24,10.10.200.178,192.168.163.182,Germany,powershell.exe,cmd.exe,"powershell.exe -NoProfile -Command ""Get-Service""",Not Applicable,28,8,48,0.86,0.12,False Positive,No,Benign Activity,Whitelisted internal tool flagged by generic signature,False Positive,No
A01211,2026-04-22 09:20:51,EDR,Credential Dumping,Critical,"Access to LSASS process memory detected on Web Server on PC-0206, per EDR rule set.",PC-0206,Web Server,Ubuntu 22.04,Security Analyst,Security,57,23,192.168.196.113,10.165.146.168,Singapore,lsass_access.exe,cmd.exe,"lsass_access.exe (routine execution, no notable arguments)",Success,5,3,5,0.34,0.66,False Positive,No,Approved Script,Approved remote administration,False Positive,No
A01212,2026-04-22 09:54:42,EDR,Persistence Mechanism,High,"New scheduled task created outside change window on PC-0130, during business hours.",PC-0130,Database Server,Red Hat Enterprise Linux,Finance User,Finance,75,36,10.6.187.142,192.168.122.250,Canada,schtasks.exe,cmd.exe,"schtasks.exe /create /tn ""BackupJob"" /sc daily",Not Applicable,33,7,6,0.31,0.68,False Positive,No,Approved Script,IT-managed patch deployment triggered the rule,False Positive,No
A01213,2026-04-22 10:41:48,EDR,Ransomware Behavior,Critical,"Mass file modification consistent with ransomware activity on PC-0116, involving process encrypt_proc.exe.",PC-0116,Developer Workstation,Ubuntu 22.04,Finance User,Finance,34,34,10.15.225.3,192.168.178.171,United States,encrypt_proc.exe,cmd.exe,[redacted-binary].exe (mass file rename + extension change observed),Not Applicable,46,11,7,0.08,0.96,True Incident,Yes,Ransomware,Command-and-control beaconing confirmed,True Incident,No
A01214,2026-04-22 11:21:34,IAM,Suspicious Login,Medium,"Login flagged due to unusual time-of-day pattern on PC-0052, in the HR environment.",PC-0052,Employee Laptop,Windows 11,Employee,HR,17,24,192.168.162.144,10.77.204.64,United Kingdom,outlook.exe,winword.exe,"outlook.exe (routine execution, no notable arguments)",Failed,34,11,41,0.71,0.34,False Positive,No,Scheduled Task,Expected login behavior,False Positive,No
A01215,2026-04-22 11:26:33,EDR,Suspicious PowerShell,Low,"PowerShell process launched with encoded parameters from winword.exe on PC-0204, per EDR rule set.",PC-0204,Employee Laptop,Windows 10,Employee,Operations,26,10,10.128.171.56,10.88.232.206,Canada,powershell.exe,winword.exe,"powershell.exe -NoProfile -Command ""Get-Service""",Not Applicable,10,4,50,0.86,0.13,False Positive,No,Benign Activity,Whitelisted internal tool flagged by generic signature,False Positive,No
A01216,2026-04-22 11:59:51,IDS,Command and Control,Critical,"Periodic beaconing pattern detected to external host on PC-0111, involving process svchost.exe.",PC-0111,Employee Laptop,Windows 11,System Administrator,IT,8,28,71.192.39.82,180.220.171.64,United States,svchost.exe,services.exe,svchost.exe -k netsvcs (beaconing to [redacted-external-host]),Not Applicable,2,1,8,0.22,0.77,True Incident,Yes,Command and Control,Suspicious process chain confirmed,True Incident,No
A01217,2026-04-22 12:05:02,Cloud Security,Suspicious Login,Low,"Login from unfamiliar device/browser fingerprint on PC-0033, involving process java.exe.",PC-0033,Database Server,Windows Server 2022,Employee,HR,78,27,192.168.128.64,10.154.61.208,India,java.exe,outlook.exe,"java.exe (routine execution, no notable arguments)",MFA Failure,4,0,29,0.67,0.32,False Positive,No,Scheduled Task,Authorized administrative script,False Positive,No
A01218,2026-04-22 12:33:28,IAM,Suspicious Login,Low,"Login from unfamiliar device/browser fingerprint on PC-0148, in the IT environment.",PC-0148,Cloud VM,Ubuntu 22.04,DevOps Engineer,IT,39,51,10.98.110.73,192.168.12.88,United States,svchost.exe,outlook.exe,"svchost.exe (routine execution, no notable arguments)",MFA Success,3,1,17,0.67,0.34,False Positive,No,Scheduled Task,Recurring vendor maintenance window,False Positive,No
